,time,bid,ask,last,volume,time_msc,flags,volume_real
64,2022-01-30 05:30:00+05:30,97.197,97.253,97.159,4636537655227404255,1358,45,0.0
65,2022-01-31 05:30:00+05:30,97.163,97.233,96.488,4636500922742943515,27252,16,0.0
66,2022-02-01 05:30:00+05:30,96.644,96.697,96.208,4636472493770295738,26426,17,0.0
67,2022-02-02 05:30:00+05:30,96.239,96.276,95.768,4636455886746669810,23852,17,0.0
68,2022-02-03 05:30:00+05:30,96.003,96.232,95.207,4636408810056814952,28863,8,0.0
69,2022-02-04 05:30:00+05:30,95.332,95.679,95.111,4636416691356162851,28384,47,0.0
70,2022-02-06 05:30:00+05:30,95.382,95.434,95.382,4636414298818860810,1450,13,0.0
71,2022-02-07 05:30:00+05:30,95.412,95.609,95.328,4636412398862768013,26297,14,0.0
72,2022-02-08 05:30:00+05:30,95.383,95.727,95.371,4636426331874115191,24489,12,0.0
73,2022-02-09 05:30:00+05:30,95.565,95.651,95.353,4636424220811789861,21484,16,0.0
74,2022-02-10 05:30:00+05:30,95.553,95.986,95.145,4636439490829276414,29948,28,0.0
75,2022-02-11 05:30:00+05:30,95.768,96.094,95.612,4636456097852902343,32424,47,0.0
76,2022-02-13 05:30:00+05:30,96.034,96.055,95.888,4636449342453461287,2104,4,0.0
77,2022-02-14 05:30:00+05:30,95.91,96.419,95.879,4636474041882667647,32488,9,0.0
78,2022-02-15 05:30:00+05:30,96.259,96.275,95.929,4636454549740530434,28037,25,0.0
79,2022-02-16 05:30:00+05:30,95.985,96.037,95.648,4636441038941648323,26551,5,0.0
80,2022-02-17 05:30:00+05:30,95.799,96.086,95.677,4636440124147974013,31931,31,0.0
81,2022-02-18 05:30:00+05:30,95.78,96.141,95.698,4636461234771227312,25896,45,0.0
82,2022-02-20 05:30:00+05:30,96.091,96.104,96.046,4636463134727320109,1605,6,0.0
83,2022-02-21 05:30:00+05:30,96.104,96.161,95.641,4636462149564901622,23839,12,0.0
84,2022-02-22 05:30:00+05:30,96.101,96.237,95.805,4636458631127692739,31022,16,0.0
85,2022-02-23 05:30:00+05:30,96.043,96.212,95.821,4636466512427040637,25935,11,0.0
86,2022-02-24 05:30:00+05:30,96.159,97.717,96.157,4636530970196707377,47286,4,0.0
87,2022-02-25 05:30:00+05:30,97.071,97.202,96.494,4636491985912432951,35001,46,0.0
88,2022-02-27 05:30:00+05:30,97.366,97.369,97.082,4636534207158939550,3499,0,0.0
89,2022-02-28 05:30:00+05:30,97.122,97.401,96.582,4636506130030012662,38635,26,0.0
90,2022-03-01 05:30:00+05:30,96.72,97.557,96.6,4636546662426658996,35419,10,0.0
91,2022-03-02 05:30:00+05:30,97.293,97.809,97.253,4636553065982379164,37767,11,0.0
92,2022-03-03 05:30:00+05:30,97.394,97.937,97.368,4636575091399306772,32168,41,0.0
93,2022-03-04 05:30:00+05:30,97.695,98.914,97.695,4636631104919672193,38603,37,0.0
94,2022-03-06 05:30:00+05:30,98.529,98.921,98.503,4636656789511297040,2561,30,0.0
95,2022-03-07 05:30:00+05:30,98.866,99.399,98.625,4636676352022178431,46227,37,0.0
96,2022-03-08 05:30:00+05:30,99.146,99.303,98.68,4636673185428690436,45052,23,0.0
97,2022-03-09 05:30:00+05:30,99.091,99.106,97.826,4636592261372886122,37423,8,0.0
98,2022-03-10 05:30:00+05:30,97.947,98.57,97.677,4636619494076882878,38147,27,0.0
99,2022-03-11 05:30:00+05:30,98.325,99.133,98.222,4636670581785155863,35425,44,0.0
100,2022-03-13 05:30:00+05:30,99.037,99.063,98.949,4636666218923016847,2342,49,0.0
101,2022-03-14 05:30:00+05:30,98.988,99.273,98.656,4636672341003760304,35230,18,0.0
102,2022-03-15 05:30:00+05:30,99.078,99.177,98.594,4636660026473529213,35640,24,0.0
103,2022-03-16 05:30:00+05:30,98.898,99.059,98.262,4636628853119858508,38221,29,0.0
104,2022-03-17 05:30:00+05:30,98.458,98.47,97.699,4636592261372886122,31868,32,0.0
105,2022-03-18 05:30:00+05:30,97.938,98.601,97.805,4636610557246372315,29145,46,0.0
106,2022-03-20 05:30:00+05:30,98.18,98.294,98.162,4636616679327115772,1678,18,0.0
107,2022-03-21 05:30:00+05:30,98.287,98.503,98.128,4636629627176044462,27590,29,0.0
108,2022-03-22 05:30:00+05:30,98.47,98.941,98.294,4636630893813439660,32614,15,0.0
109,2022-03-23 05:30:00+05:30,98.487,98.862,98.361,4636639408431485157,28936,25,0.0
110,2022-03-24 05:30:00+05:30,98.61,98.944,98.566,4636645108299763548,30344,19,0.0
111,2022-03-25 05:30:00+05:30,98.69,98.811,98.371,4636651160011762827,30161,47,0.0
112,2022-03-27 05:30:00+05:30,98.778,98.855,98.745,4636654819186460066,1987,19,0.0
113,2022-03-28 05:30:00+05:30,98.827,99.346,98.792,4636670722522644218,36165,21,0.0
114,2022-03-29 05:30:00+05:30,99.054,99.274,98.002,4636624208782742782,38640,17,0.0
115,2022-03-30 05:30:00+05:30,98.395,98.409,97.656,4636582902329910493,35978,31,0.0
116,2022-03-31 05:30:00+05:30,97.806,98.373,97.66,4636617171908325016,35916,33,0.0
117,2022-04-01 05:30:00+05:30,98.293,98.721,98.282,4636634130775671833,29551,46,0.0
118,2022-04-03 05:30:00+05:30,98.615,98.633,98.566,4636637789950369071,1953,2,0.0
119,2022-04-04 05:30:00+05:30,98.586,99.058,98.493,4636664037491947340,26712,11,0.0
120,2022-04-05 05:30:00+05:30,98.956,99.499,98.81,4636699151495291994,28409,29,0.0
121,2022-04-06 05:30:00+05:30,99.458,99.752,99.285,4636710058650639532,33097,16,0.0
122,2022-04-07 05:30:00+05:30,99.612,99.872,99.363,4636726173093056217,30910,29,0.0
123,2022-04-08 05:30:00+05:30,99.842,100.165,99.712,4636723850924498354,26392,48,0.0
124,2022-04-10 05:30:00+05:30,99.6,99.789,99.57,4636722443549614801,2610,32,0.0
125,2022-04-11 05:30:00+05:30,99.789,100.025,99.586,4636738276517054775,29859,10,0.0
126,2022-04-12 05:30:00+05:30,100.015,100.329,99.708,4636758753821610476,32036,10,0.0
127,2022-04-13 05:30:00+05:30,100.305,100.5,99.749,4636720332487289471,31653,1,0.0
128,2022-04-14 05:30:00+05:30,99.76,100.742,99.543,4636760583408959095,34376,12,0.0
129,2022-04-15 05:30:00+05:30,100.331,100.504,100.276,4636762975946261135,21892,89,0.0
130,2022-04-17 05:30:00+05:30,100.523,100.552,100.418,4636771772039283343,2457,31,0.0
131,2022-04-18 05:30:00+05:30,100.49,100.84,100.476,4636792741925048287,23421,25,0.0
132,2022-04-19 05:30:00+05:30,100.789,101.005,100.661,4636803578711651647,33151,28,0.0
133,2022-04-20 05:30:00+05:30,100.941,101.012,100.189,4636759527877796430,35128,4,0.0
134,2022-04-21 05:30:00+05:30,100.319,100.614,99.788,4636779934813607952,35873,14,0.0
135,2022-04-22 05:30:00+05:30,100.605,101.31,100.437,4636813008123371454,33567,29,0.0
136,2022-04-24 05:30:00+05:30,101.037,101.144,100.971,4636811248904767013,2910,30,0.0
137,2022-04-25 05:30:00+05:30,101.051,101.835,101.028,4636855370107366408,40247,22,0.0
138,2022-04-26 05:30:00+05:30,101.679,102.338,101.482,4636897591353873007,36767,27,0.0
139,2022-04-27 05:30:00+05:30,102.278,103.261,102.195,4636946356893588128,38690,27,0.0
140,2022-04-28 05:30:00+05:30,102.973,103.916,102.972,4636991252152373477,42833,17,0.0
141,2022-04-29 05:30:00+05:30,103.608,103.618,102.782,4636960008429958595,37127,50,0.0
142,2022-05-01 05:30:00+05:30,103.092,103.266,103.078,4636966763829399650,2973,26,0.0
143,2022-05-02 05:30:00+05:30,103.26,103.723,103.08,4636987100396466995,33567,11,0.0
144,2022-05-03 05:30:00+05:30,103.549,103.653,102.997,4636977952459723899,33719,22,0.0
145,2022-05-04 05:30:00+05:30,103.422,103.62,102.423,4636915113171173245,37788,26,0.0
146,2022-05-05 05:30:00+05:30,102.526,103.925,102.316,4636987311502699528,42258,9,0.0
147,2022-05-06 05:30:00+05:30,103.553,104.047,103.158,4636991955839815254,42463,49,0.0
148,2022-05-08 05:30:00+05:30,103.637,103.781,103.609,4637002300045209371,2503,26,0.0
149,2022-05-09 05:30:00+05:30,103.767,104.166,103.363,4636995896489489203,40834,1,0.0
150,2022-05-10 05:30:00+05:30,103.676,103.957,103.472,4637012855356836020,40928,12,0.0
151,2022-05-11 05:30:00+05:30,103.916,104.111,103.341,4637019047806323655,41749,1,0.0
152,2022-05-12 05:30:00+05:30,104.003,104.905,103.85,4637071613258224370,44748,43,0.0
153,2022-05-13 05:30:00+05:30,104.751,104.995,104.444,4637051065584924492,34924,46,0.0
154,2022-05-15 05:30:00+05:30,104.5,104.571,104.408,4637057046928179593,2911,7,0.0
155,2022-05-16 05:30:00+05:30,104.54,104.62,104.111,4637028617955531817,34302,24,0.0
156,2022-05-17 05:30:00+05:30,104.14,104.206,103.196,4636968382310515737,36392,25,0.0
157,2022-05-18 05:30:00+05:30,103.284,103.912,103.16,4637003425945116213,35409,16,0.0
158,2022-05-19 05:30:00+05:30,103.782,103.859,102.63,4636940938500286448,41862,22,0.0
159,2022-05-20 05:30:00+05:30,102.893,103.238,102.742,4636948538324657635,35072,31,0.0
160,2022-05-22 05:30:00+05:30,102.996,103.02,102.855,4636943331037588488,2396,50,0.0
161,2022-05-23 05:30:00+05:30,102.928,102.928,102.001,4636886332354804580,34152,21,0.0
162,2022-05-24 05:30:00+05:30,102.117,102.291,101.617,4636859099650807824,35484,4,0.0
163,2022-05-25 05:30:00+05:30,101.732,102.427,101.7,4636880280642805301,36997,0,0.0
164,2022-05-26 05:30:00+05:30,102.034,102.244,101.683,4636857129325970850,33239,13,0.0
165,2022-05-27 05:30:00+05:30,101.7,101.916,101.406,4636851007245227393,29440,43,0.0
166,2022-05-29 05:30:00+05:30,101.621,101.7,101.588,4636855370107366408,1813,33,0.0
167,2022-05-30 05:30:00+05:30,101.678,101.683,101.06,4636835596490252485,24810,27,0.0
168,2022-05-31 05:30:00+05:30,101.395,102.147,101.391,4636859732969505423,36205,23,0.0
169,2022-06-01 05:30:00+05:30,101.738,102.713,101.738,4636916027964847555,33795,11,0.0
170,2022-06-02 05:30:00+05:30,102.54,102.595,101.699,4636858607069598581,29724,10,0.0
171,2022-06-03 05:30:00+05:30,101.724,102.202,101.616,4636887317517223068,26295,50,0.0
172,2022-06-05 05:30:00+05:30,102.143,102.159,102.049,4636884362029967606,2055,16,0.0
173,2022-06-06 05:30:00+05:30,102.092,102.498,101.822,4636909835515359920,28555,11,0.0
174,2022-06-07 05:30:00+05:30,102.453,102.817,102.231,4636905613390709260,33725,22,0.0
175,2022-06-08 05:30:00+05:30,102.39,102.755,102.239,4636916379808568443,33531,27,0.0
176,2022-06-09 05:30:00+05:30,102.545,103.34,102.118,4636968241573027381,37756,20,0.0
177,2022-06-10 05:30:00+05:30,103.282,104.206,103.022,4637030095699159548,36410,45,0.0
178,2022-06-12 05:30:00+05:30,104.161,104.463,104.14,4637049165628831695,3837,22,0.0
179,2022-06-13 05:30:00+05:30,104.429,105.267,104.386,4637096664531151618,43906,20,0.0
180,2022-06-14 05:30:00+05:30,105.108,105.633,104.586,4637108416111429288,46240,4,0.0
181,2022-06-15 05:30:00+05:30,105.273,105.774,104.628,4637073161370596278,52232,22,0.0
182,2022-06-16 05:30:00+05:30,104.772,105.483,103.386,4637009055444650426,50275,14,0.0
183,2022-06-17 05:30:00+05:30,103.861,105.073,103.804,4637063309746411405,45047,43,0.0
184,2022-06-19 05:30:00+05:30,104.653,104.774,104.585,4637065843021201801,3171,45,0.0
185,2022-06-20 05:30:00+05:30,104.669,104.711,104.202,4637048461941389918,32804,24,0.0
186,2022-06-21 05:30:00+05:30,104.423,104.513,103.91,4637047547147715609,36841,25,0.0
187,2022-06-22 05:30:00+05:30,104.407,104.928,103.829,4637032769711438299,40059,22,0.0
188,2022-06-23 05:30:00+05:30,104.198,104.753,104.028,4637045365716646101,43444,24,0.0
189,2022-06-24 05:30:00+05:30,104.377,104.491,103.919,4637025169887067111,34685,43,0.0
190,2022-06-26 05:30:00+05:30,104.074,104.076,103.936,4637018836700091122,2797,50,0.0
191,2022-06-27 05:30:00+05:30,104.001,104.194,103.642,4637014966419161350,36131,28,0.0
192,2022-06-28 05:30:00+05:30,103.945,104.588,103.731,4637050361897482715,36753,38,0.0
193,2022-06-29 05:30:00+05:30,104.448,105.126,104.33,4637092090562780070,38833,24,0.0
194,2022-06-30 05:30:00+05:30,105.042,105.519,104.615,4637070135514596639,40176,13,0.0
195,2022-07-01 05:30:00+05:30,104.728,105.627,104.728,4637095257156268065,38504,38,0.0
196,2022-07-03 05:30:00+05:30,105.131,105.152,104.985,4637091386875338293,3060,0,0.0
197,2022-07-04 05:30:00+05:30,105.034,105.231,104.785,4637096242318686552,28606,23,0.0
198,2022-07-05 05:30:00+05:30,105.102,106.771,105.024,4637195673354209591,42118,17,0.0
199,2022-07-06 05:30:00+05:30,106.516,107.256,106.311,4637233039157367931,44839,11,0.0
200,2022-07-07 05:30:00+05:30,107.043,107.214,106.687,4637228324451508027,39492,5,0.0
201,2022-07-08 05:30:00+05:30,106.977,107.781,106.775,4637220513520904307,40137,44,0.0
202,2022-07-10 05:30:00+05:30,106.95,107.063,106.824,4637233250263600464,3032,20,0.0
203,2022-07-11 05:30:00+05:30,107.048,108.244,107.048,4637309811457265762,39847,31,0.0
204,2022-07-12 05:30:00+05:30,108.138,108.541,107.811,4637313118788242113,43453,15,0.0
205,2022-07-13 05:30:00+05:30,108.187,108.572,107.442,4637317340912892772,47114,6,0.0
206,2022-07-14 05:30:00+05:30,108.243,109.277,108.169,4637338451536146072,47453,8,0.0
207,2022-07-15 05:30:00+05:30,108.543,108.695,107.886,4637296230289639473,38747,48,0.0
208,2022-07-17 05:30:00+05:30,107.986,108.01,107.824,4637288137884059042,2451,0,0.0
209,2022-07-18 05:30:00+05:30,107.827,107.939,106.854,4637259075592713667,38843,0,0.0
210,2022-07-19 05:30:00+05:30,107.414,107.612,106.343,4637205524978394464,41691,0,0.0
211,2022-07-20 05:30:00+05:30,106.653,107.231,106.34,4637233109526112109,39849,2,0.0
212,2022-07-21 05:30:00+05:30,107.048,107.346,106.375,4637200951010022916,45692,3,0.0
213,2022-07-22 05:30:00+05:30,106.59,107.348,106.076,4637195602985465414,41630,42,0.0
214,2022-07-24 05:30:00+05:30,106.547,106.685,106.481,4637207636040719794,2709,12,0.0
215,2022-07-25 05:30:00+05:30,106.684,106.862,106.15,4637188073529838404,38279,30,0.0
216,2022-07-26 05:30:00+05:30,106.403,107.263,106.165,4637238246444437078,37248,5,0.0
217,2022-07-27 05:30:00+05:30,107.123,107.406,106.232,4637183006980257612,41813,3,0.0
218,2022-07-28 05:30:00+05:30,106.333,106.958,106.029,4637172944249840206,45038,11,0.0
219,2022-07-29 05:30:00+05:30,106.19,106.649,105.508,4637145359702122562,41991,49,0.0
220,2022-07-31 05:30:00+05:30,105.867,106.001,105.781,4637156337226214277,3178,32,0.0
221,2022-08-01 05:30:00+05:30,105.955,105.98,105.211,4637112497498591592,40643,1,0.0
222,2022-08-02 05:30:00+05:30,105.327,106.438,105.011,4637188847586024358,46521,15,0.0
223,2022-08-03 05:30:00+05:30,106.414,106.798,105.944,4637191662335791464,43112,9,0.0
224,2022-08-04 05:30:00+05:30,106.46,106.493,105.641,4637137267296542130,40355,24,0.0
225,2022-08-05 05:30:00+05:30,105.681,106.913,105.67,4637196588147883901,36871,49,0.0
226,2022-08-07 05:30:00+05:30,106.584,106.647,106.548,4637203836128534200,2736,40,0.0
227,2022-08-08 05:30:00+05:30,106.63,106.783,106.066,4637180825549188104,35156,4,0.0
228,2022-08-09 05:30:00+05:30,106.303,106.384,105.942,4637182444030304190,32222,19,0.0
229,2022-08-10 05:30:00+05:30,106.327,106.38,104.609,4637103419930592674,36876,23,0.0
230,2022-08-11 05:30:00+05:30,105.203,105.438,104.61,4637096664531151618,37774,21,0.0
231,2022-08-12 05:30:00+05:30,105.108,105.861,105.054,4637134100703054135,33360,32,0.0
232,2022-08-14 05:30:00+05:30,105.666,105.682,105.604,4637137126559053775,2328,0,0.0
233,2022-08-15 05:30:00+05:30,105.683,106.527,105.526,4637190888279605510,34298,0,0.0
234,2022-08-16 05:30:00+05:30,106.446,106.922,106.285,4637191943810768175,35006,21,0.0
235,2022-08-17 05:30:00+05:30,106.461,106.874,106.275,4637203273178580779,38442,21,0.0
236,2022-08-18 05:30:00+05:30,106.622,107.554,106.477,4637262734767410905,36659,4,0.0
237,2022-08-19 05:30:00+05:30,107.467,108.191,107.458,4637304956013917503,33056,48,0.0
238,2022-08-21 05:30:00+05:30,107.993,108.18,107.932,4637309389244800696,2808,49,0.0
239,2022-08-22 05:30:00+05:30,108.131,109.081,108.055,4637368569358654112,36248,38,0.0
240,2022-08-23 05:30:00+05:30,108.971,109.251,108.036,4637337677479960117,40957,29,0.0
241,2022-08-24 05:30:00+05:30,108.532,109.093,108.328,4637343306979494330,38256,27,0.0
242,2022-08-25 05:30:00+05:30,108.612,108.679,107.956,4637332399824146792,38713,27,0.0
243,2022-08-26 05:30:00+05:30,108.458,108.851,107.508,4637356043722190488,38017,39,0.0
244,2022-08-28 05:30:00+05:30,108.816,109.173,108.807,4637381798682559513,3354,27,0.0
245,2022-08-29 05:30:00+05:30,109.158,109.456,108.454,4637344573616889528,40111,2,0.0
246,2022-08-30 05:30:00+05:30,108.63,109.095,108.24,4637351962335028183,41791,33,0.0
247,2022-08-31 05:30:00+05:30,108.736,109.184,108.347,4637359069578190127,42359,2,0.0
248,2022-09-01 05:30:00+05:30,108.836,109.974,108.729,4637411072080137421,42516,20,0.0
249,2022-09-02 05:30:00+05:30,109.576,109.699,108.907,4637409453599021335,39592,47,0.0
250,2022-09-04 05:30:00+05:30,109.738,110.015,109.616,4637441752852598882,4297,0,0.0
251,2022-09-05 05:30:00+05:30,110.011,110.256,109.53,4637411142448881598,34414,1,0.0
252,2022-09-06 05:30:00+05:30,109.57,110.549,109.351,4637463356057061425,45247,0,0.0
253,2022-09-07 05:30:00+05:30,110.317,110.775,109.488,4637417264529625055,44605,6,0.0
254,2022-09-08 05:30:00+05:30,109.662,110.23,109.306,4637405372211859030,45613,18,0.0
255,2022-09-09 05:30:00+05:30,109.493,109.515,108.326,4637366106452607894,40358,24,0.0
256,2022-09-11 05:30:00+05:30,108.522,108.833,108.502,4637352173441260716,3039,49,0.0
257,2022-09-12 05:30:00+05:30,108.739,108.84,107.781,4637313963213172244,39839,1,0.0
258,2022-09-13 05:30:00+05:30,108.195,110.032,107.65,4637427256891298284,44165,31,0.0
259,2022-09-14 05:30:00+05:30,109.804,109.91,109.246,4637411001711393243,45429,1,0.0
260,2022-09-15 05:30:00+05:30,109.574,109.905,109.383,4637425286566461309,38686,0,0.0
261,2022-09-16 05:30:00+05:30,109.777,110.243,109.443,4637407553642928538,39093,47,0.0
262,2022-09-18 05:30:00+05:30,109.569,109.713,109.457,4637407624011672715,3004,48,0.0
263,2022-09-19 05:30:00+05:30,109.526,110.156,109.455,4637406920324230939,35690,16,0.0
264,2022-09-20 05:30:00+05:30,109.515,110.271,109.326,4637451252633062867,40719,1,0.0
265,2022-09-21 05:30:00+05:30,110.146,111.593,110.1,4637542943106726363,49178,2,0.0
266,2022-09-22 05:30:00+05:30,111.445,111.799,110.398,4637525702764402835,56085,0,0.0
267,2022-09-23 05:30:00+05:30,111.204,113.214,111.05,4637651240604015788,48327,34,0.0
268,2022-09-25 05:30:00+05:30,113.21,113.231,112.865,4637660881121968128,4888,0,0.0
269,2022-09-26 05:30:00+05:30,113.124,114.66,113.013,4637712602148938711,71127,18,0.0
270,2022-09-27 05:30:00+05:30,113.857,114.457,113.294,4637731038759913259,53247,1,0.0
271,2022-09-28 05:30:00+05:30,114.122,114.768,112.459,4637654125722527072,63728,41,0.0
272,2022-09-29 05:30:00+05:30,113.028,113.772,111.617,4637566164792304992,58054,6,0.0
273,2022-09-30 05:30:00+05:30,111.778,112.656,111.533,4637592060490162373,54291,37,0.0
274,2022-10-02 05:30:00+05:30,112.137,112.252,112.009,4637596212246068855,3647,23,0.0
275,2022-10-03 05:30:00+05:30,112.206,112.527,111.436,4637549557768679064,52878,21,0.0
276,2022-10-04 05:30:00+05:30,111.538,111.867,110.029,4637452448901713887,51863,8,0.0
277,2022-10-05 05:30:00+05:30,110.163,111.728,110.064,4637504732878637892,50472,4,0.0
278,2022-10-06 05:30:00+05:30,110.907,112.294,110.752,4637598252939650007,50911,2,0.0
279,2022-10-07 05:30:00+05:30,112.236,112.859,111.92,4637632170674343641,46493,34,0.0
280,2022-10-09 05:30:00+05:30,112.717,112.859,112.696,4637637589067645321,3885,33,0.0
281,2022-10-10 05:30:00+05:30,112.793,113.332,112.588,4637655040516201382,44768,18,0.0
282,2022-10-11 05:30:00+05:30,113.04,113.492,112.384,4637674462289594417,52308,8,0.0
283,2022-10-12 05:30:00+05:30,113.318,113.572,112.971,4637667284677688295,52393,21,0.0
284,2022-10-13 05:30:00+05:30,113.221,113.911,112.118,4637621193150251926,54388,13,0.0
285,2022-10-14 05:30:00+05:30,112.566,113.401,112.121,4637666932833967407,52480,46,0.0
286,2022-10-16 05:30:00+05:30,113.172,113.213,112.949,4637654618303736316,4330,32,0.0
287,2022-10-17 05:30:00+05:30,113.035,113.199,111.894,4637585797671930561,48025,5,0.0
288,2022-10-18 05:30:00+05:30,112.056,112.436,111.746,4637577705266350129,50210,18,0.0
289,2022-10-19 05:30:00+05:30,111.945,113.076,111.898,4637648777697969570,47874,26,0.0
290,2022-10-20 05:30:00+05:30,112.95,113.074,112.136,4637645399998249042,50899,1,0.0
291,2022-10-21 05:30:00+05:30,112.9,113.929,111.668,4637567079585979302,60869,46,0.0
292,2022-10-23 05:30:00+05:30,111.621,112.252,111.323,4637568064748397789,7529,30,0.0
293,2022-10-24 05:30:00+05:30,111.807,112.518,111.728,4637570738760676540,54837,31,0.0
294,2022-10-25 05:30:00+05:30,111.842,112.113,110.732,4637505647672312201,47762,40,0.0
295,2022-10-26 05:30:00+05:30,110.917,111.114,109.541,4637408679542835380,50151,10,0.0
296,2022-10-27 05:30:00+05:30,109.541,110.597,109.504,4637477992755850379,51533,21,0.0
297,2022-10-28 05:30:00+05:30,110.521,111.046,110.262,4637486014792686633,46230,40,0.0
298,2022-10-30 05:30:00+05:30,110.703,110.804,110.658,4637496640473057460,3520,48,0.0
299,2022-10-31 05:30:00+05:30,110.791,111.646,110.695,4637548150393795510,41289,10,0.0
300,2022-11-01 05:30:00+05:30,111.523,111.761,110.676,4637544069006633206,45698,10,0.0
301,2022-11-02 05:30:00+05:30,111.465,112.183,110.384,4637590653115278819,49501,22,0.0
302,2022-11-03 05:30:00+05:30,112.125,113.135,111.79,4637648777697969570,47311,20,0.0
303,2022-11-04 05:30:00+05:30,112.948,112.971,110.684,4637494459041987953,49249,43,0.0
304,2022-11-06 05:30:00+05:30,111.162,111.229,110.942,4637515991877706318,3166,0,0.0
305,2022-11-07 05:30:00+05:30,111.082,111.261,110.022,4637453645170364908,46865,1,0.0
306,2022-11-08 05:30:00+05:30,110.181,110.606,109.339,4637404668524417253,44687,15,0.0
307,2022-11-09 05:30:00+05:30,109.501,110.624,109.424,4637463356057061425,49829,10,0.0
308,2022-11-10 05:30:00+05:30,110.309,110.973,107.679,4637305378226382569,55371,19,0.0
309,2022-11-11 05:30:00+05:30,108.081,108.425,106.253,4637185047673838764,52376,48,0.0
310,2022-11-13 05:30:00+05:30,106.573,106.851,106.544,4637208410096905748,3299,0,0.0
311,2022-11-14 05:30:00+05:30,106.712,107.255,106.435,4637224594908066611,50076,6,0.0
312,2022-11-15 05:30:00+05:30,106.936,107.086,105.273,4637186947629931561,57492,17,0.0
313,2022-11-16 05:30:00+05:30,106.398,106.767,105.819,4637177025637002510,52892,22,0.0
314,2022-11-17 05:30:00+05:30,106.247,107.223,106.056,4637207917515696505,47433,33,0.0
315,2022-11-18 05:30:00+05:30,106.687,107.019,106.308,4637225931914205987,41594,23,0.0
316,2022-11-20 05:30:00+05:30,106.935,106.947,106.824,4637219739464718352,2046,24,0.0
317,2022-11-21 05:30:00+05:30,106.868,107.975,106.851,4637282508384524829,42876,24,0.0
318,2022-11-22 05:30:00+05:30,107.743,107.793,107.051,4637233461369832997,38920,31,0.0
319,2022-11-23 05:30:00+05:30,107.068,107.206,105.887,4637152115101563617,42044,22,0.0
320,2022-11-24 05:30:00+05:30,105.887,106.047,105.606,4637147963345657135,35232,33,0.0
321,2022-11-25 05:30:00+05:30,105.836,106.404,105.66,4637150144776726643,37589,48,0.0
322,2022-11-27 05:30:00+05:30,106.17,106.314,106.151,4637181599605374058,2340,8,0.0
323,2022-11-28 05:30:00+05:30,106.32,106.725,105.289,4637201232484999627,45264,27,0.0
324,2022-11-29 05:30:00+05:30,106.583,106.864,106.028,4637217839508625555,46280,13,0.0
325,2022-11-30 05:30:00+05:30,106.836,107.179,105.711,4637142122739890389,49334,9,0.0
326,2022-12-01 05:30:00+05:30,105.761,105.886,104.516,4637062817165202162,50949,2,0.0
327,2022-12-02 05:30:00+05:30,104.627,105.581,104.345,4637052402591063867,46256,41,0.0
328,2022-12-04 05:30:00+05:30,104.522,104.577,104.445,4637050080422506004,2132,23,0.0
329,2022-12-05 05:30:00+05:30,104.447,105.379,104.088,4637103842143057740,44236,29,0.0
330,2022-12-06 05:30:00+05:30,105.201,105.607,104.864,4637124952766311039,43671,25,0.0
331,2022-12-07 05:30:00+05:30,105.52,105.805,104.839,4637096946006128329,44818,16,0.0
332,2022-12-08 05:30:00+05:30,105.11,105.41,104.689,4637073020633107923,41049,25,0.0
333,2022-12-09 05:30:00+05:30,104.776,105.177,104.45,4637079705663804801,40659,48,0.0
334,2022-12-11 05:30:00+05:30,104.858,105.048,104.843,4637090894294129050,1886,21,0.0
335,2022-12-12 05:30:00+05:30,105.019,105.229,104.634,4637085053688362303,38835,1,0.0
336,2022-12-13 05:30:00+05:30,104.94,105.074,103.541,4637021932924834939,46532,33,0.0
337,2022-12-14 05:30:00+05:30,104.046,104.16,103.413,4636993081739722097,48690,34,0.0
338,2022-12-15 05:30:00+05:30,103.625,104.859,103.485,4637052121116087157,46005,20,0.0
339,2022-12-16 05:30:00+05:30,104.486,104.827,104.182,4637076468701572628,41847,32,0.0
340,2022-12-18 05:30:00+05:30,104.71,104.785,104.655,4637069924408364106,2418,1,0.0
341,2022-12-19 05:30:00+05:30,104.745,104.911,104.102,4637060987577853542,40505,31,0.0
342,2022-12-20 05:30:00+05:30,104.605,104.765,103.74,4637014473837952106,51777,5,0.0
343,2022-12-21 05:30:00+05:30,103.931,104.361,103.823,4637033191923903365,41150,31,0.0
344,2022-12-22 05:30:00+05:30,104.216,104.579,103.719,4637042762073111527,39529,37,0.0
345,2022-12-23 05:30:00+05:30,104.333,104.519,104.092,4637039736217111888,35710,46,0.0
346,2022-12-25 05:30:00+05:30,104.224,104.323,104.127,4637029251274229416,1514,7,0.0
347,2022-12-26 05:30:00+05:30,104.196,104.271,103.9,4637016796006509969,23632,40,0.0
348,2022-12-27 05:30:00+05:30,104.006,104.376,103.857,4637031925286508167,34805,17,0.0
349,2022-12-28 05:30:00+05:30,104.189,104.534,103.812,4637042058385669751,37213,25,0.0
350,2022-12-29 05:30:00+05:30,104.325,104.428,103.748,4637015740475347304,35424,2,0.0
351,2022-12-30 05:30:00+05:30,103.948,104.081,103.362,4636979922784560873,38164,16,0.0
352,2023-01-01 05:30:00+05:30,103.473,103.525,103.377,4636976615453584523,1903,0,0.0
353,2023-01-02 05:30:00+05:30,103.403,103.827,103.394,4636990266989954990,20613,45,0.0
354,2023-01-03 05:30:00+05:30,103.593,104.839,103.442,4637067813346038776,45973,20,0.0
